Sprite, Number, Name, Type(s), HP, Atk, Def, SpA, SpD, Spe, Ability/Abilities, Color
<img src = "http://www.serebii.net/blackwhite/pokemon/589.png">,#589,Escavalier,Bug/Steel,70,135,105,60,105,20,Swarm : Powers up Bug-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits./Overcoat : Protects the Pokemon from damage from weather.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/590.png">,#590,Foongus,Grass/Poison,69,55,45,55,55,15,Effect-spore : Contact may poison or cause paralysis or sleep./Regenerator : Restores a little HP when withdrawn from battle.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/591.png">,#591,Amoonguss,Grass/Poison,114,85,70,85,80,30,Effect-spore : Contact may poison or cause paralysis or sleep./Regenerator : Restores a little HP when withdrawn from battle.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/592.png">,#592,Frillish,Water/Ghost,55,40,50,65,85,40,Water-absorb : Restores HP if hit by a Water-type move./Cursed-body : May disable a move used on the Pokemon./Damp : Prevents the use of self-destructing moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/593.png">,#593,Jellicent,Water/Ghost,100,60,70,85,105,60,Water-absorb : Restores HP if hit by a Water-type move./Cursed-body : May disable a move used on the Pokemon./Damp : Prevents the use of self-destructing moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/594.png">,#594,Alomomola,Water,165,75,80,40,45,65,Healer : May heal an ally's status conditions./Hydration : Heals status problems if it is raining./Regenerator : Restores a little HP when withdrawn from battle.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/595.png">,#595,Joltik,Bug/Electric,50,47,50,57,50,65,Compoundeyes : The Pokemon's accuracy is boosted./Unnerve : Makes the foe nervous and unable to eat Berries./Swarm : Powers up Bug-type moves in a pinch.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/596.png">,#596,Galvantula,Bug/Electric,70,77,60,97,60,108,Compoundeyes : The Pokemon's accuracy is boosted./Unnerve : Makes the foe nervous and unable to eat Berries./Swarm : Powers up Bug-type moves in a pinch.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/597.png">,#597,Ferroseed,Grass/Steel,44,50,91,24,86,10,Iron-barbs : Inflicts damage to the Pokemon on contact.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/598.png">,#598,Ferrothorn,Grass/Steel,74,94,131,54,116,20,Iron-barbs : Inflicts damage to the Pokemon on contact.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/599.png">,#599,Klink,Steel,40,55,70,45,60,30,Plus : Ups Sp. Atk if another Pokemon has Plus or Minus./Minus : Ups Sp. Atk if another Pokemon has Plus or Minus./Clear-body : Prevents other Pokemon from lowering its stats.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/600.png">,#600,Klang,Steel,60,80,95,70,85,50,Plus : Ups Sp. Atk if another Pokemon has Plus or Minus./Minus : Ups Sp. Atk if another Pokemon has Plus or Minus./Clear-body : Prevents other Pokemon from lowering its stats.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/601.png">,#601,Klinklang,Steel,60,100,115,70,85,90,Plus : Ups Sp. Atk if another Pokemon has Plus or Minus./Minus : Ups Sp. Atk if another Pokemon has Plus or Minus./Clear-body : Prevents other Pokemon from lowering its stats.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/602.png">,#602,Tynamo,Electric,35,55,40,45,40,60,Levitate : Gives full immunity to all Ground-type moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/603.png">,#603,Eelektrik,Electric,65,85,70,75,70,40,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/604.png">,#604,Eelektross,Electric,85,115,80,105,80,50,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/605.png">,#605,Elgyem,Psychic,55,55,55,85,55,30,Telepathy : Anticipates an ally's attack and dodges it./Synchronize : Passes a burn./Analytic : Boosts move power when the Pokemon moves last.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/606.png">,#606,Beheeyem,Psychic,75,75,75,125,95,40,Telepathy : Anticipates an ally's attack and dodges it./Synchronize : Passes a burn./Analytic : Boosts move power when the Pokemon moves last.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/607.png">,#607,Litwick,Ghost/Fire,50,30,55,65,55,20,Flash-fire : It powers up Fire-type moves if it's hit by one./Flame-body : Contact with the Pokemon may burn the attacker./Shadow-tag : Prevents the foe from escaping.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/608.png">,#608,Lampent,Ghost/Fire,60,40,60,95,60,55,Flash-fire : It powers up Fire-type moves if it's hit by one./Flame-body : Contact with the Pokemon may burn the attacker./Shadow-tag : Prevents the foe from escaping.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/609.png">,#609,Chandelure,Ghost/Fire,60,55,90,145,90,80,Flash-fire : It powers up Fire-type moves if it's hit by one./Flame-body : Contact with the Pokemon may burn the attacker./Shadow-tag : Prevents the foe from escaping.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/610.png">,#610,Axew,Dragon,46,87,60,30,40,57,Rivalry : Deals more damage to a Pokemon of same gender./Mold-breaker : Moves can be used regardless of Abilities./Unnerve : Makes the foe nervous and unable to eat Berries.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/611.png">,#611,Fraxure,Dragon,66,117,70,40,50,67,Rivalry : Deals more damage to a Pokemon of same gender./Mold-breaker : Moves can be used regardless of Abilities./Unnerve : Makes the foe nervous and unable to eat Berries.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/612.png">,#612,Haxorus,Dragon,76,147,90,60,70,97,Rivalry : Deals more damage to a Pokemon of same gender./Mold-breaker : Moves can be used regardless of Abilities./Unnerve : Makes the foe nervous and unable to eat Berries.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/613.png">,#613,Cubchoo,Ice,55,70,40,60,40,40,Snow-cloak : Raises evasion in a hailstorm./Rattled : Some move types scare it and boost its Speed.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/614.png">,#614,Beartic,Ice,95,110,80,70,80,50,Snow-cloak : Raises evasion in a hailstorm./Swift-swim : Boosts the Pokemon's Speed in rain.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/615.png">,#615,Cryogonal,Ice,70,50,30,95,135,105,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/616.png">,#616,Shelmet,Bug,50,40,85,40,65,25,Hydration : Heals status problems if it is raining./Shell-armor : The Pokemon is protected against critical hits./Overcoat : Protects the Pokemon from damage from weather.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/617.png">,#617,Accelgor,Bug,80,70,40,100,60,145,Hydration : Heals status problems if it is raining./Sticky-hold : Protects the Pokemon from item theft./Unburden : Raises Speed if a held item is used.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/618.png">,#618,Stunfisk,Ground/Electric,109,66,84,81,99,32,Static : Contact with the Pokemon may cause paralysis./Limber : The Pokemon is protected from paralysis./Sand-veil : Boosts the Pokemon's evasion in a sandstorm.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/619.png">,#619,Mienfoo,Fighting,45,85,50,55,50,65,Inner-focus : The Pokemon is protected from flinching./Regenerator : Restores a little HP when withdrawn from battle./Reckless : Powers up moves that have recoil damage.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/620.png">,#620,Mienshao,Fighting,65,125,60,95,60,105,Inner-focus : The Pokemon is protected from flinching./Regenerator : Restores a little HP when withdrawn from battle./Reckless : Powers up moves that have recoil damage.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/621.png">,#621,Druddigon,Dragon,77,120,90,60,90,48,Rough-skin : Inflicts damage to the attacker on contact./Sheer-force : Removes added effects to increase move damage./Mold-breaker : Moves can be used regardless of Abilities.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/622.png">,#622,Golett,Ground/Ghost,59,74,50,35,50,35,Iron-fist : Boosts the power of punching moves./Klutz : The Pokemon can't use any held items./No-guard : Ensures attacks by or against the Pokemon land.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/623.png">,#623,Golurk,Ground/Ghost,89,124,80,55,80,55,Iron-fist : Boosts the power of punching moves./Klutz : The Pokemon can't use any held items./No-guard : Ensures attacks by or against the Pokemon land.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/624.png">,#624,Pawniard,Dark/Steel,45,85,70,40,40,60,Defiant : When its stats are lowered its Attack increases./Inner-focus : The Pokemon is protected from flinching./Pressure : The Pokemon raises the foe's PP usage.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/625.png">,#625,Bisharp,Dark/Steel,65,125,100,60,70,70,Defiant : When its stats are lowered its Attack increases./Inner-focus : The Pokemon is protected from flinching./Pressure : The Pokemon raises the foe's PP usage.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/626.png">,#626,Bouffalant,Normal,95,110,95,40,95,55,Reckless : Powers up moves that have recoil damage./Sap-sipper : Boosts Attack when hit by a Grass-type move./Soundproof : Gives full immunity to all sound-based moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/627.png">,#627,Rufflet,Normal/Flying,70,83,50,37,50,60,Keen-eye : Prevents other Pokemon from lowering accuracy./Sheer-force : Removes added effects to increase move damage./Hustle : Boosts the Attack stat.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/628.png">,#628,Braviary,Normal/Flying,100,123,75,57,75,80,Keen-eye : Prevents other Pokemon from lowering accuracy./Sheer-force : Removes added effects to increase move damage./Defiant : When its stats are lowered its Attack increases.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/629.png">,#629,Vullaby,Dark/Flying,70,55,75,45,65,60,Big-pecks : Protects the Pokemon from Defense-lowering attacks./Overcoat : Protects the Pokemon from damage from weather./Weak-armor : Physical attacks lower Defense and raise Speed.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/630.png">,#630,Mandibuzz,Dark/Flying,110,65,105,55,95,80,Big-pecks : Protects the Pokemon from Defense-lowering attacks./Overcoat : Protects the Pokemon from damage from weather./Weak-armor : Physical attacks lower Defense and raise Speed.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/631.png">,#631,Heatmor,Fire,85,97,66,105,66,65,Gluttony : Encourages the early use of a held Berry./Flash-fire : It powers up Fire-type moves if it's hit by one./White-smoke : Prevents other Pokemon from lowering its stats.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/632.png">,#632,Durant,Bug/Steel,58,109,112,48,48,109,Swarm : Powers up Bug-type moves in a pinch./Hustle : Boosts the Attack stat./Truant : Pokemon can't attack on consecutive turns.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/633.png">,#633,Deino,Dark/Dragon,52,65,50,45,50,38,Hustle : Boosts the Attack stat.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/634.png">,#634,Zweilous,Dark/Dragon,72,85,70,65,70,58,Hustle : Boosts the Attack stat.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/635.png">,#635,Hydreigon,Dark/Dragon,92,105,90,125,90,98,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/636.png">,#636,Larvesta,Bug/Fire,55,85,55,50,55,60,Flame-body : Contact with the Pokemon may burn the attacker./Swarm : Powers up Bug-type moves in a pinch.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/637.png">,#637,Volcarona,Bug/Fire,85,60,65,135,105,100,Flame-body : Contact with the Pokemon may burn the attacker./Swarm : Powers up Bug-type moves in a pinch.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/638.png">,#638,Cobalion,Steel/Fighting,91,90,129,90,72,108,Justified : Raises Attack when hit by a Dark-type move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/639.png">,#639,Terrakion,Rock/Fighting,91,129,90,72,90,108,Justified : Raises Attack when hit by a Dark-type move.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/640.png">,#640,Virizion,Grass/Fighting,91,90,72,90,129,108,Justified : Raises Attack when hit by a Dark-type move.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/641.png">,#641,Tornadus,Flying,79,115,70,125,80,111,Prankster : Gives priority to a status move./Defiant : When its stats are lowered its Attack increases.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/642.png">,#642,Thundurus,Electric/Flying,79,115,70,125,80,111,Prankster : Gives priority to a status move./Defiant : When its stats are lowered its Attack increases.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/643.png">,#643,Reshiram,Dragon/Fire,100,120,100,150,120,90,Turboblaze : Moves can be used regardless of Abilities.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/644.png">,#644,Zekrom,Dragon/Electric,100,150,120,120,100,90,Teravolt : Moves can be used regardless of Abilities..,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/645.png">,#645,Landorus,Ground/Flying,89,125,90,115,80,101,Sand-force : Boosts certain moves' power in a sandstorm./Sheer-force : Removes added effects to increase move damage.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/646.png">,#646,Kyurem,Dragon/Ice,125,130,90,130,90,95,Pressure : The Pokemon raises the foe's PP usage.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/647.png">,#647,Keldeo,Water/Fighting,91,72,90,129,90,108,Justified : Raises Attack when hit by a Dark-type move.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/648.png">,#648,Meloetta,Normal/Psychic,100,77,77,128,128,90,Serene-grace : Boosts the likelihood of added effects appearing.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/649.png">,#649,Genesect,Bug/Steel,71,120,95,120,95,99,Download : Adjusts power according to a foe's defenses.,Purple
